From,Name,Relationship_Type,Rel_value,To,Name
31,tt31,Similar to,0.26,56,tt56
31,tt31,Similar to,0.65,57,tt57
31,tt31,Similar to,0.3,58,tt58
31,tt31,Similar to,0.54,59,tt59
31,tt31,Similar to,0.16,60,tt60
31,tt31,Similar to,0.67,61,tt61
31,tt31,Similar to,0.01,62,tt62
31,tt31,Similar to,0.67,63,tt63
31,tt31,Similar to,0.12,64,tt64
31,tt31,Similar to,0,65,tt65
31,tt31,Similar to,0.96,66,tt66
31,tt31,Similar to,0.33,67,tt67
31,tt31,Similar to,0.24,68,tt68
31,tt31,Similar to,0.72,69,tt69
31,tt31,Similar to,0.5,70,tt70
31,tt31,Similar to,0.14,71,tt71
31,tt31,Similar to,0.69,72,tt72
31,tt31,Similar to,0.1,73,tt73
31,tt31,Similar to,0.71,74,tt74
31,tt31,Similar to,0.85,75,tt75
31,tt31,Similar to,0.33,76,tt76
31,tt31,Similar to,0.78,77,tt77
31,tt31,Similar to,0.03,78,tt78
31,tt31,Similar to,0.28,79,tt79
31,tt31,Similar to,0.59,80,tt80
31,tt31,Similar to,0.73,81,tt81
31,tt31,Similar to,0.12,82,tt82
31,tt31,Similar to,0.78,83,tt83
31,tt31,Similar to,0.63,84,tt84
31,tt31,Similar to,0.51,85,tt85
31,tt31,Similar to,0.55,86,tt86
31,tt31,Similar to,0.69,87,tt87
31,tt31,Similar to,0.49,88,tt88
31,tt31,Similar to,0.25,89,tt89
31,tt31,Similar to,0.04,90,tt90
31,tt31,Similar to,0.77,91,tt91
31,tt31,Similar to,0.57,92,tt92
31,tt31,Similar to,0.86,93,tt93
31,tt31,Similar to,0.28,94,tt94
31,tt31,Similar to,0.76,95,tt95
31,tt31,Similar to,0.33,96,tt96
31,tt31,Similar to,0.68,97,tt97
31,tt31,Similar to,0.18,98,tt98
31,tt31,Similar to,0.54,99,tt99
31,tt31,Similar to,0.31,100,tt100
32,tt32,Similar to,0.03,33,tt33
32,tt32,Similar to,0.37,34,tt34
32,tt32,Similar to,0.41,35,tt35
32,tt32,Similar to,0.69,36,tt36
32,tt32,Similar to,0.76,37,tt37
32,tt32,Similar to,0.82,38,tt38
32,tt32,Similar to,0.07,39,tt39
32,tt32,Similar to,0.84,40,tt40
32,tt32,Similar to,0.92,41,tt41
32,tt32,Similar to,0.74,42,tt42
32,tt32,Similar to,0.92,43,tt43
32,tt32,Similar to,0.24,44,tt44
32,tt32,Similar to,0.31,45,tt45
32,tt32,Similar to,0.19,46,tt46
32,tt32,Similar to,0.25,47,tt47
32,tt32,Similar to,0.05,48,tt48
32,tt32,Similar to,0.78,49,tt49
32,tt32,Similar to,0.31,50,tt50
32,tt32,Similar to,0.15,51,tt51
32,tt32,Similar to,0.06,52,tt52
32,tt32,Similar to,0.17,53,tt53
32,tt32,Similar to,0.29,54,tt54
32,tt32,Similar to,0.94,55,tt55
32,tt32,Similar to,0.31,56,tt56
32,tt32,Similar to,0.5,57,tt57
32,tt32,Similar to,0.32,58,tt58
32,tt32,Similar to,0.05,59,tt59
32,tt32,Similar to,0.09,60,tt60
32,tt32,Similar to,0.81,61,tt61
32,tt32,Similar to,0.28,62,tt62
32,tt32,Similar to,0.29,63,tt63
32,tt32,Similar to,0.63,64,tt64
32,tt32,Similar to,0.96,65,tt65
32,tt32,Similar to,0.86,66,tt66
32,tt32,Similar to,0.64,67,tt67
32,tt32,Similar to,0.65,68,tt68
32,tt32,Similar to,0.67,69,tt69
32,tt32,Similar to,0.66,70,tt70
32,tt32,Similar to,0.29,71,tt71
32,tt32,Similar to,0.93,72,tt72
32,tt32,Similar to,0.7,73,tt73
32,tt32,Similar to,0.03,74,tt74
32,tt32,Similar to,0.31,75,tt75
32,tt32,Similar to,0.39,76,tt76
32,tt32,Similar to,0.46,77,tt77
32,tt32,Similar to,0.09,78,tt78
32,tt32,Similar to,0.63,79,tt79
32,tt32,Similar to,0.58,80,tt80
32,tt32,Similar to,0.91,81,tt81
32,tt32,Similar to,0.37,82,tt82
32,tt32,Similar to,0.66,83,tt83
32,tt32,Similar to,0.18,84,tt84
32,tt32,Similar to,0.33,85,tt85
32,tt32,Similar to,0.61,86,tt86
32,tt32,Similar to,0.61,87,tt87
32,tt32,Similar to,0.84,88,tt88
32,tt32,Similar to,0.45,89,tt89
32,tt32,Similar to,0.99,90,tt90
32,tt32,Similar to,0.01,91,tt91
32,tt32,Similar to,0.78,92,tt92
32,tt32,Similar to,0.4,93,tt93
32,tt32,Similar to,0.21,94,tt94
32,tt32,Similar to,0.67,95,tt95
32,tt32,Similar to,0.53,96,tt96
32,tt32,Similar to,0.84,97,tt97
32,tt32,Similar to,0.73,98,tt98
32,tt32,Similar to,0.55,99,tt99
32,tt32,Similar to,0.87,100,tt100
33,tt33,Similar to,0.9,34,tt34
33,tt33,Similar to,0.55,35,tt35
33,tt33,Similar to,0.97,36,tt36
33,tt33,Similar to,0.88,37,tt37
33,tt33,Similar to,0.79,38,tt38
33,tt33,Similar to,0.01,39,tt39
33,tt33,Similar to,0.55,40,tt40
33,tt33,Similar to,0.79,41,tt41
33,tt33,Similar to,0.27,42,tt42
33,tt33,Similar to,0.92,43,tt43
33,tt33,Similar to,0.01,44,tt44
33,tt33,Similar to,0.51,45,tt45
33,tt33,Similar to,0.13,46,tt46
33,tt33,Similar to,0.96,47,tt47
33,tt33,Similar to,0.75,48,tt48
33,tt33,Similar to,0.28,49,tt49
33,tt33,Similar to,0.57,50,tt50
33,tt33,Similar to,0.85,51,tt51
33,tt33,Similar to,0.61,52,tt52
33,tt33,Similar to,0,53,tt53
33,tt33,Similar to,0.8,54,tt54
33,tt33,Similar to,0.72,55,tt55
33,tt33,Similar to,0.14,56,tt56
33,tt33,Similar to,0.09,57,tt57
33,tt33,Similar to,0.52,58,tt58
33,tt33,Similar to,0.72,59,tt59
33,tt33,Similar to,0.25,60,tt60
33,tt33,Similar to,0.32,61,tt61
33,tt33,Similar to,0.65,62,tt62
33,tt33,Similar to,0.27,63,tt63
33,tt33,Similar to,0.94,64,tt64
33,tt33,Similar to,0.92,65,tt65
33,tt33,Similar to,0.22,66,tt66
33,tt33,Similar to,0.96,67,tt67
33,tt33,Similar to,0.24,68,tt68
33,tt33,Similar to,0.08,69,tt69
33,tt33,Similar to,0.77,70,tt70
33,tt33,Similar to,0.26,71,tt71
33,tt33,Similar to,0.25,72,tt72
33,tt33,Similar to,0.71,73,tt73
33,tt33,Similar to,0.4,74,tt74
33,tt33,Similar to,0.35,75,tt75
33,tt33,Similar to,0.39,76,tt76
33,tt33,Similar to,0.38,77,tt77
33,tt33,Similar to,0.61,78,tt78
33,tt33,Similar to,0.77,79,tt79
33,tt33,Similar to,0.64,80,tt80
33,tt33,Similar to,0.8,81,tt81
33,tt33,Similar to,0.14,82,tt82
33,tt33,Similar to,0.02,83,tt83
33,tt33,Similar to,0.94,84,tt84
33,tt33,Similar to,0.02,85,tt85
33,tt33,Similar to,0.62,86,tt86
33,tt33,Similar to,0.83,87,tt87
33,tt33,Similar to,0.65,88,tt88
33,tt33,Similar to,0.82,89,tt89
33,tt33,Similar to,0.05,90,tt90
33,tt33,Similar to,0.32,91,tt91
33,tt33,Similar to,0.91,92,tt92
33,tt33,Similar to,0.13,93,tt93
33,tt33,Similar to,0.66,94,tt94
33,tt33,Similar to,0.45,95,tt95
33,tt33,Similar to,0.52,96,tt96
33,tt33,Similar to,0.94,97,tt97
33,tt33,Similar to,0.85,98,tt98
33,tt33,Similar to,0.64,99,tt99
33,tt33,Similar to,0.99,100,tt100
34,tt34,Similar to,0.26,35,tt35
34,tt34,Similar to,0.71,36,tt36
34,tt34,Similar to,0.41,37,tt37
34,tt34,Similar to,0.94,38,tt38
34,tt34,Similar to,0.2,39,tt39
34,tt34,Similar to,0.86,40,tt40
34,tt34,Similar to,0.79,41,tt41
34,tt34,Similar to,0.66,42,tt42
34,tt34,Similar to,0.55,43,tt43
34,tt34,Similar to,0.54,44,tt44
34,tt34,Similar to,0.59,45,tt45
34,tt34,Similar to,0.77,46,tt46
34,tt34,Similar to,0.71,47,tt47
34,tt34,Similar to,0.85,48,tt48
34,tt34,Similar to,0.76,49,tt49
34,tt34,Similar to,0.72,50,tt50
34,tt34,Similar to,0.59,51,tt51
34,tt34,Similar to,0.99,52,tt52
34,tt34,Similar to,0.01,53,tt53
34,tt34,Similar to,0.59,54,tt54
34,tt34,Similar to,0.49,55,tt55
34,tt34,Similar to,0.94,56,tt56
34,tt34,Similar to,0.66,57,tt57
34,tt34,Similar to,0.71,58,tt58
34,tt34,Similar to,0.07,59,tt59
34,tt34,Similar to,0.5,60,tt60
34,tt34,Similar to,0.52,61,tt61
34,tt34,Similar to,0.27,62,tt62
34,tt34,Similar to,0.17,63,tt63
34,tt34,Similar to,1,64,tt64
34,tt34,Similar to,0.01,65,tt65
34,tt34,Similar to,0.69,66,tt66
34,tt34,Similar to,0.12,67,tt67
34,tt34,Similar to,0.88,68,tt68
34,tt34,Similar to,0.26,69,tt69
34,tt34,Similar to,0.18,70,tt70
34,tt34,Similar to,0.29,71,tt71
34,tt34,Similar to,0.19,72,tt72
34,tt34,Similar to,0.65,73,tt73
34,tt34,Similar to,0.29,74,tt74
34,tt34,Similar to,0.96,75,tt75
34,tt34,Similar to,0.1,76,tt76
34,tt34,Similar to,0.9,77,tt77
34,tt34,Similar to,0.53,78,tt78
34,tt34,Similar to,0.51,79,tt79
34,tt34,Similar to,0.91,80,tt80
34,tt34,Similar to,0.99,81,tt81
34,tt34,Similar to,0.78,82,tt82
34,tt34,Similar to,0.34,83,tt83
34,tt34,Similar to,0.86,84,tt84
34,tt34,Similar to,0.58,85,tt85
34,tt34,Similar to,0.6,86,tt86
34,tt34,Similar to,0.38,87,tt87
34,tt34,Similar to,0.54,88,tt88
34,tt34,Similar to,0.1,89,tt89
34,tt34,Similar to,0.25,90,tt90
34,tt34,Similar to,0.87,91,tt91
34,tt34,Similar to,0.77,92,tt92
34,tt34,Similar to,0.82,93,tt93
34,tt34,Similar to,0.64,94,tt94
34,tt34,Similar to,0.53,95,tt95
34,tt34,Similar to,0.31,96,tt96
34,tt34,Similar to,0.31,97,tt97
34,tt34,Similar to,0.53,98,tt98
34,tt34,Similar to,0.76,99,tt99
34,tt34,Similar to,0.7,100,tt100
35,tt35,Similar to,0.16,36,tt36
35,tt35,Similar to,0.74,37,tt37
35,tt35,Similar to,0.57,38,tt38
35,tt35,Similar to,0.86,39,tt39
35,tt35,Similar to,0.7,40,tt40
35,tt35,Similar to,0.29,41,tt41
35,tt35,Similar to,0.33,42,tt42
35,tt35,Similar to,1,43,tt43
35,tt35,Similar to,0.19,44,tt44
35,tt35,Similar to,0.63,45,tt45
35,tt35,Similar to,0.37,46,tt46
35,tt35,Similar to,0.29,47,tt47
35,tt35,Similar to,0.09,48,tt48
35,tt35,Similar to,0.98,49,tt49
35,tt35,Similar to,0.06,50,tt50
35,tt35,Similar to,0.2,51,tt51
35,tt35,Similar to,0.73,52,tt52
35,tt35,Similar to,0.15,53,tt53
35,tt35,Similar to,0.01,54,tt54
35,tt35,Similar to,0.82,55,tt55
35,tt35,Similar to,0.98,56,tt56
35,tt35,Similar to,0.94,57,tt57
35,tt35,Similar to,0.7,58,tt58
35,tt35,Similar to,0.5,59,tt59
35,tt35,Similar to,0.18,60,tt60
35,tt35,Similar to,0.18,61,tt61
35,tt35,Similar to,0.28,62,tt62
35,tt35,Similar to,0.84,63,tt63
35,tt35,Similar to,0.82,64,tt64
35,tt35,Similar to,0.92,65,tt65
35,tt35,Similar to,0.25,66,tt66
35,tt35,Similar to,0.53,67,tt67
35,tt35,Similar to,0.59,68,tt68
35,tt35,Similar to,0.68,69,tt69
35,tt35,Similar to,0.48,70,tt70
35,tt35,Similar to,0.81,71,tt71
35,tt35,Similar to,0.15,72,tt72
35,tt35,Similar to,0.59,73,tt73
35,tt35,Similar to,0.4,74,tt74
35,tt35,Similar to,0.94,75,tt75
35,tt35,Similar to,0.14,76,tt76
35,tt35,Similar to,1,77,tt77
35,tt35,Similar to,0.83,78,tt78
35,tt35,Similar to,0.76,79,tt79
35,tt35,Similar to,0.91,80,tt80
35,tt35,Similar to,0.44,81,tt81
35,tt35,Similar to,0.76,82,tt82
35,tt35,Similar to,0.85,83,tt83
35,tt35,Similar to,0.08,84,tt84
35,tt35,Similar to,0.63,85,tt85
35,tt35,Similar to,0.45,86,tt86
35,tt35,Similar to,0.77,87,tt87
35,tt35,Similar to,0.66,88,tt88
35,tt35,Similar to,0.85,89,tt89
35,tt35,Similar to,0.33,90,tt90
35,tt35,Similar to,0.68,91,tt91
35,tt35,Similar to,0.02,92,tt92
35,tt35,Similar to,0.49,93,tt93
35,tt35,Similar to,0.05,94,tt94
35,tt35,Similar to,0.23,95,tt95
35,tt35,Similar to,0.95,96,tt96
35,tt35,Similar to,0.5,97,tt97
35,tt35,Similar to,0.78,98,tt98
35,tt35,Similar to,0.31,99,tt99
35,tt35,Similar to,0.51,100,tt100
36,tt36,Similar to,0.76,37,tt37
36,tt36,Similar to,0.91,38,tt38
36,tt36,Similar to,0.6,39,tt39
36,tt36,Similar to,0.4,40,tt40
36,tt36,Similar to,0.41,41,tt41
36,tt36,Similar to,0.49,42,tt42
36,tt36,Similar to,0.15,43,tt43
36,tt36,Similar to,0.59,44,tt44
36,tt36,Similar to,0.68,45,tt45
36,tt36,Similar to,0.69,46,tt46
36,tt36,Similar to,0.5,47,tt47
36,tt36,Similar to,0.17,48,tt48
36,tt36,Similar to,0.33,49,tt49
36,tt36,Similar to,0.3,50,tt50
36,tt36,Similar to,0.41,51,tt51
36,tt36,Similar to,0.33,52,tt52
36,tt36,Similar to,0.19,53,tt53
36,tt36,Similar to,0.69,54,tt54
36,tt36,Similar to,0,55,tt55
36,tt36,Similar to,0.77,56,tt56
36,tt36,Similar to,0.51,57,tt57
36,tt36,Similar to,0.54,58,tt58
36,tt36,Similar to,0.52,59,tt59
36,tt36,Similar to,0.53,60,tt60
36,tt36,Similar to,0.95,61,tt61
36,tt36,Similar to,0,62,tt62
36,tt36,Similar to,0.67,63,tt63
36,tt36,Similar to,0.8,64,tt64
36,tt36,Similar to,0.45,65,tt65
36,tt36,Similar to,1,66,tt66
36,tt36,Similar to,0.84,67,tt67
36,tt36,Similar to,0.78,68,tt68
36,tt36,Similar to,0.89,69,tt69
36,tt36,Similar to,0.05,70,tt70
36,tt36,Similar to,0.98,71,tt71
36,tt36,Similar to,0.8,72,tt72
36,tt36,Similar to,0.57,73,tt73
36,tt36,Similar to,0.12,74,tt74
36,tt36,Similar to,0.37,75,tt75
36,tt36,Similar to,0.79,76,tt76
36,tt36,Similar to,0.68,77,tt77
36,tt36,Similar to,0.11,78,tt78
36,tt36,Similar to,0.36,79,tt79
36,tt36,Similar to,0.3,80,tt80
36,tt36,Similar to,0.2,81,tt81
36,tt36,Similar to,0.63,82,tt82
36,tt36,Similar to,0.41,83,tt83
36,tt36,Similar to,0.39,84,tt84
36,tt36,Similar to,0.02,85,tt85
36,tt36,Similar to,0.32,86,tt86
36,tt36,Similar to,0.03,87,tt87
36,tt36,Similar to,0.93,88,tt88
36,tt36,Similar to,0.75,89,tt89
36,tt36,Similar to,0.7,90,tt90
36,tt36,Similar to,0.76,91,tt91
36,tt36,Similar to,0.67,92,tt92
36,tt36,Similar to,0.36,93,tt93
36,tt36,Similar to,0.85,94,tt94
36,tt36,Similar to,0.28,95,tt95
36,tt36,Similar to,0.17,96,tt96
36,tt36,Similar to,0.88,97,tt97
36,tt36,Similar to,0.94,98,tt98
36,tt36,Similar to,0.27,99,tt99
36,tt36,Similar to,0.99,100,tt100
37,tt37,Similar to,0.55,38,tt38
37,tt37,Similar to,0.73,39,tt39
37,tt37,Similar to,0.72,40,tt40
37,tt37,Similar to,0.29,41,tt41
37,tt37,Similar to,0.44,42,tt42
37,tt37,Similar to,0.31,43,tt43
37,tt37,Similar to,0.76,44,tt44
37,tt37,Similar to,0.43,45,tt45
37,tt37,Similar to,1,46,tt46
37,tt37,Similar to,0.87,47,tt47
37,tt37,Similar to,0.01,48,tt48
37,tt37,Similar to,0.01,49,tt49
37,tt37,Similar to,0.09,50,tt50
37,tt37,Similar to,0.42,51,tt51
37,tt37,Similar to,0.7,52,tt52
37,tt37,Similar to,0.39,53,tt53
37,tt37,Similar to,0.34,54,tt54
37,tt37,Similar to,0.94,55,tt55
37,tt37,Similar to,0.45,56,tt56
37,tt37,Similar to,0.19,57,tt57
37,tt37,Similar to,0.01,58,tt58
37,tt37,Similar to,0.78,59,tt59
37,tt37,Similar to,0.62,60,tt60
37,tt37,Similar to,0.32,61,tt61
37,tt37,Similar to,0.5,62,tt62
37,tt37,Similar to,0.8,63,tt63
37,tt37,Similar to,0.02,64,tt64
37,tt37,Similar to,0.8,65,tt65
37,tt37,Similar to,0.79,66,tt66
37,tt37,Similar to,0.22,67,tt67
37,tt37,Similar to,0.32,68,tt68
37,tt37,Similar to,0.78,69,tt69
37,tt37,Similar to,0.48,70,tt70
37,tt37,Similar to,0.7,71,tt71
37,tt37,Similar to,0.96,72,tt72
37,tt37,Similar to,0.6,73,tt73
37,tt37,Similar to,0,74,tt74
37,tt37,Similar to,0.32,75,tt75
37,tt37,Similar to,0.2,76,tt76
37,tt37,Similar to,0.91,77,tt77
37,tt37,Similar to,0.26,78,tt78
37,tt37,Similar to,0.41,79,tt79
37,tt37,Similar to,0.07,80,tt80
37,tt37,Similar to,0.06,81,tt81
37,tt37,Similar to,0.23,82,tt82
37,tt37,Similar to,0.2,83,tt83
37,tt37,Similar to,0.95,84,tt84
37,tt37,Similar to,0.92,85,tt85
37,tt37,Similar to,0.39,86,tt86
37,tt37,Similar to,0.92,87,tt87
37,tt37,Similar to,0.71,88,tt88
37,tt37,Similar to,0.72,89,tt89
37,tt37,Similar to,0.36,90,tt90
37,tt37,Similar to,0.93,91,tt91
37,tt37,Similar to,0.33,92,tt92
37,tt37,Similar to,0.87,93,tt93
37,tt37,Similar to,0.75,94,tt94
37,tt37,Similar to,0.31,95,tt95
37,tt37,Similar to,0.65,96,tt96
37,tt37,Similar to,0.17,97,tt97
37,tt37,Similar to,0.33,98,tt98
37,tt37,Similar to,0.9,99,tt99
37,tt37,Similar to,0.56,100,tt100
38,tt38,Similar to,0.66,39,tt39
38,tt38,Similar to,0.9,40,tt40
38,tt38,Similar to,0.67,41,tt41
38,tt38,Similar to,0.09,42,tt42
38,tt38,Similar to,0.77,43,tt43
38,tt38,Similar to,0.04,44,tt44
38,tt38,Similar to,0.02,45,tt45
38,tt38,Similar to,0.36,46,tt46
38,tt38,Similar to,0.82,47,tt47
38,tt38,Similar to,0.01,48,tt48
38,tt38,Similar to,0.83,49,tt49
38,tt38,Similar to,0.32,50,tt50
38,tt38,Similar to,0.59,51,tt51
38,tt38,Similar to,0.5,52,tt52
38,tt38,Similar to,0.87,53,tt53
38,tt38,Similar to,0.93,54,tt54
38,tt38,Similar to,0.69,55,tt55
38,tt38,Similar to,0.17,56,tt56
38,tt38,Similar to,0.47,57,tt57
38,tt38,Similar to,0.3,58,tt58
38,tt38,Similar to,0.25,59,tt59
38,tt38,Similar to,0.9,60,tt60
38,tt38,Similar to,0.31,61,tt61
38,tt38,Similar to,0.58,62,tt62
38,tt38,Similar to,0.79,63,tt63
38,tt38,Similar to,0.31,64,tt64
38,tt38,Similar to,0.46,65,tt65
38,tt38,Similar to,0.36,66,tt66
38,tt38,Similar to,0.44,67,tt67
38,tt38,Similar to,0.02,68,tt68
38,tt38,Similar to,0.9,69,tt69
38,tt38,Similar to,0.96,70,tt70
38,tt38,Similar to,0.12,71,tt71
38,tt38,Similar to,0.23,72,tt72
38,tt38,Similar to,0.06,73,tt73
38,tt38,Similar to,0.03,74,tt74
38,tt38,Similar to,0.12,75,tt75
38,tt38,Similar to,0.5,76,tt76
38,tt38,Similar to,0.48,77,tt77
38,tt38,Similar to,0.73,78,tt78
38,tt38,Similar to,0.47,79,tt79
38,tt38,Similar to,0.5,80,tt80
38,tt38,Similar to,0.23,81,tt81
38,tt38,Similar to,0.48,82,tt82
38,tt38,Similar to,0.55,83,tt83
38,tt38,Similar to,0.29,84,tt84
38,tt38,Similar to,0.65,85,tt85
38,tt38,Similar to,0.26,86,tt86
38,tt38,Similar to,0.49,87,tt87
38,tt38,Similar to,0.91,88,tt88
38,tt38,Similar to,0.66,89,tt89
38,tt38,Similar to,0.19,90,tt90
38,tt38,Similar to,0.9,91,tt91
38,tt38,Similar to,0.64,92,tt92
38,tt38,Similar to,0.08,93,tt93
38,tt38,Similar to,0.81,94,tt94
38,tt38,Similar to,0.37,95,tt95
38,tt38,Similar to,0.32,96,tt96
38,tt38,Similar to,0.12,97,tt97
38,tt38,Similar to,0.03,98,tt98
38,tt38,Similar to,0.48,99,tt99
38,tt38,Similar to,0,100,tt100
39,tt39,Similar to,0.85,40,tt40
39,tt39,Similar to,0.52,41,tt41
39,tt39,Similar to,0.76,42,tt42
39,tt39,Similar to,0.17,43,tt43
39,tt39,Similar to,0.07,44,tt44
39,tt39,Similar to,0.55,45,tt45
39,tt39,Similar to,0.65,46,tt46
39,tt39,Similar to,0.94,47,tt47
39,tt39,Similar to,0.38,48,tt48
39,tt39,Similar to,0.28,49,tt49
39,tt39,Similar to,0.62,50,tt50
39,tt39,Similar to,0.8,51,tt51
39,tt39,Similar to,0.36,52,tt52
39,tt39,Similar to,0.53,53,tt53
39,tt39,Similar to,0.25,54,tt54
39,tt39,Similar to,1,55,tt55
39,tt39,Similar to,0.62,56,tt56
39,tt39,Similar to,0.57,57,tt57
39,tt39,Similar to,0.34,58,tt58
39,tt39,Similar to,0.49,59,tt59
39,tt39,Similar to,0.96,60,tt60
39,tt39,Similar to,0.3,61,tt61
39,tt39,Similar to,0.45,62,tt62
39,tt39,Similar to,0.9,63,tt63
39,tt39,Similar to,0.91,64,tt64
39,tt39,Similar to,0.41,65,tt65
39,tt39,Similar to,0.25,66,tt66
39,tt39,Similar to,0.48,67,tt67
39,tt39,Similar to,0.1,68,tt68
39,tt39,Similar to,0.79,69,tt69
39,tt39,Similar to,0.16,70,tt70
39,tt39,Similar to,0.68,71,tt71
39,tt39,Similar to,0.66,72,tt72
39,tt39,Similar to,0.22,73,tt73
39,tt39,Similar to,0.57,74,tt74
39,tt39,Similar to,0.23,75,tt75
39,tt39,Similar to,0.24,76,tt76
39,tt39,Similar to,0.1,77,tt77
39,tt39,Similar to,0.26,78,tt78
39,tt39,Similar to,0.83,79,tt79
39,tt39,Similar to,0.44,80,tt80
39,tt39,Similar to,0.58,81,tt81
39,tt39,Similar to,0.77,82,tt82
39,tt39,Similar to,0.43,83,tt83
39,tt39,Similar to,0.04,84,tt84
39,tt39,Similar to,0.81,85,tt85
39,tt39,Similar to,0.57,86,tt86
39,tt39,Similar to,0.24,87,tt87
39,tt39,Similar to,0.42,88,tt88
39,tt39,Similar to,0.44,89,tt89
39,tt39,Similar to,0.46,90,tt90
39,tt39,Similar to,0.48,91,tt91
39,tt39,Similar to,0.36,92,tt92
39,tt39,Similar to,0.35,93,tt93
39,tt39,Similar to,0.47,94,tt94
39,tt39,Similar to,0.66,95,tt95
39,tt39,Similar to,0.51,96,tt96
39,tt39,Similar to,0.02,97,tt97
39,tt39,Similar to,0.4,98,tt98
39,tt39,Similar to,0.52,99,tt99
39,tt39,Similar to,0.24,100,tt100
4,tt4,Similar to,0.15,5,tt5
4,tt4,Similar to,0.18,6,tt6
4,tt4,Similar to,0.99,7,tt7
4,tt4,Similar to,0.29,8,tt8
4,tt4,Similar to,0.87,9,tt9
4,tt4,Similar to,0.17,10,tt10
4,tt4,Similar to,0.59,11,tt11
4,tt4,Similar to,0.95,12,tt12
4,tt4,Similar to,0.46,13,tt13
4,tt4,Similar to,0.63,14,tt14
4,tt4,Similar to,0.25,15,tt15
4,tt4,Similar to,0.36,16,tt16
4,tt4,Similar to,0.48,17,tt17
4,tt4,Similar to,0.41,18,tt18
4,tt4,Similar to,0.77,19,tt19
4,tt4,Similar to,0.17,20,tt20
4,tt4,Similar to,0.59,21,tt21
4,tt4,Similar to,0.68,22,tt22
4,tt4,Similar to,0.68,23,tt23
4,tt4,Similar to,0.5,24,tt24
4,tt4,Similar to,0.1,25,tt25
4,tt4,Similar to,0.36,26,tt26
4,tt4,Similar to,0.82,27,tt27
4,tt4,Similar to,0.14,28,tt28
4,tt4,Similar to,0.8,29,tt29
4,tt4,Similar to,0.44,30,tt30
4,tt4,Similar to,0.64,31,tt31
4,tt4,Similar to,0.64,32,tt32
4,tt4,Similar to,0.04,33,tt33
4,tt4,Similar to,0.95,34,tt34
4,tt4,Similar to,0.09,35,tt35
4,tt4,Similar to,0.07,36,tt36
4,tt4,Similar to,0.48,37,tt37
4,tt4,Similar to,0.86,38,tt38
4,tt4,Similar to,0.81,39,tt39
4,tt4,Similar to,0.85,40,tt40
4,tt4,Similar to,0.57,41,tt41
4,tt4,Similar to,0.14,42,tt42
4,tt4,Similar to,0.21,43,tt43
4,tt4,Similar to,0,44,tt44
4,tt4,Similar to,0.71,45,tt45
4,tt4,Similar to,0.19,46,tt46
4,tt4,Similar to,0.12,47,tt47
4,tt4,Similar to,0.77,48,tt48
4,tt4,Similar to,0.1,49,tt49
4,tt4,Similar to,0.03,50,tt50
4,tt4,Similar to,0.21,51,tt51
4,tt4,Similar to,0.74,52,tt52
4,tt4,Similar to,0.54,53,tt53
4,tt4,Similar to,0.48,54,tt54
4,tt4,Similar to,0.86,55,tt55
4,tt4,Similar to,0.74,56,tt56
4,tt4,Similar to,0.02,57,tt57
4,tt4,Similar to,0.43,58,tt58
4,tt4,Similar to,0.82,59,tt59
4,tt4,Similar to,0.93,60,tt60
4,tt4,Similar to,0.34,61,tt61
4,tt4,Similar to,0.71,62,tt62
4,tt4,Similar to,0.27,63,tt63
4,tt4,Similar to,0.79,64,tt64
4,tt4,Similar to,0.1,65,tt65
4,tt4,Similar to,0.51,66,tt66
4,tt4,Similar to,0.92,67,tt67
4,tt4,Similar to,0.09,68,tt68
4,tt4,Similar to,0.44,69,tt69
4,tt4,Similar to,0.14,70,tt70
4,tt4,Similar to,0.77,71,tt71
4,tt4,Similar to,0.15,72,tt72
4,tt4,Similar to,0.86,73,tt73
4,tt4,Similar to,0.97,74,tt74
4,tt4,Similar to,0.66,75,tt75
4,tt4,Similar to,0.11,76,tt76
4,tt4,Similar to,0.84,77,tt77
4,tt4,Similar to,0.48,78,tt78
4,tt4,Similar to,0.86,79,tt79
4,tt4,Similar to,0.08,80,tt80
4,tt4,Similar to,0.39,81,tt81
4,tt4,Similar to,0.55,82,tt82
4,tt4,Similar to,0.07,83,tt83
4,tt4,Similar to,0.9,84,tt84
4,tt4,Similar to,0.68,85,tt85
4,tt4,Similar to,0.76,86,tt86
4,tt4,Similar to,0.88,87,tt87
4,tt4,Similar to,0.67,88,tt88
4,tt4,Similar to,0.72,89,tt89
4,tt4,Similar to,0.24,90,tt90
4,tt4,Similar to,0.26,91,tt91
4,tt4,Similar to,0.09,92,tt92
4,tt4,Similar to,0.98,93,tt93
4,tt4,Similar to,0.68,94,tt94
4,tt4,Similar to,0.52,95,tt95
4,tt4,Similar to,0.94,96,tt96
4,tt4,Similar to,0.23,97,tt97
4,tt4,Similar to,0.08,98,tt98
4,tt4,Similar to,0.78,99,tt99
4,tt4,Similar to,0.52,100,tt100
40,tt40,Similar to,0.29,41,tt41
40,tt40,Similar to,0.86,42,tt42
40,tt40,Similar to,0.22,43,tt43
40,tt40,Similar to,0.01,44,tt44
40,tt40,Similar to,0.12,45,tt45
40,tt40,Similar to,0.76,46,tt46
40,tt40,Similar to,0.43,47,tt47
40,tt40,Similar to,0.09,48,tt48
40,tt40,Similar to,0.86,49,tt49
